GEOID,med_incomeE,total_hhsE,no_veh_hhE,one_veh_hhE,two_veh_hhE,three_veh_hhE,fourmore_veh_hhE,no_worker_hhE,one_worker_hhE,two_worker_hhE,threemore_worker_hhE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_jobs,basic_jobs,retail_jobs,service_jobs,WFH_jobs,total_emp,basic_emp,retail_emp,service_emp,WFH_emp,geometry
06053011304,21187,1765,52,327,754,294,338,275,671,543,276,130,339,197,1099,10,101,29,28,157,133,114,40,153,287,205,177,195,32,95,9,2757,1631,129,997,48,3008,1373,252,1383,365,"list(list(c(-121.213568, -121.211172, -121.205087, -121.200591, -121.198977, -121.196681, -121.191169, -121.185556, -121.184104, -121.181266, -121.174477, -121.17039, -121.168042, -121.166125, -121.164633, -121.165268, -121.161377, -121.159072, -121.157321, -121.154374, -121.153221, -121.151871, -121.149149, -121.146245, -121.143746, -121.14238, -121.140056, -121.141499, -121.140986, -121.142265, -121.146562, -121.145909, -121.14505, -121.14331, -121.141094, -121.137452, -121.136862, -121.132362, 
-121.130324, -121.128257, -121.12696, -121.124612, -121.1218, -121.120372, -121.11662, -121.040797, -121.040302, -121.036258, -121.035715, -121.0364, -121.033611, -121.029065, -121.027253, -121.025647, -121.025878, -121.02862, -121.02866, -121.0277, -121.02618, -121.027664, -121.026833, -121.02471, -121.022342, -121.020463, -121.018919, -121.018122, -121.016208, -121.015511, -121.014576, -121.013098, -121.013173, -121.012001, -121.010902, -121.010635, -121.009298, -121.004545, -121.00246, -121.00017, 
-120.994701, -120.992415, -120.991201, -120.989846, -120.987492, -120.987206, -120.98814, -120.987734, -120.988067, -120.98506, -120.986449, -120.9858, -120.984558, -120.982813, -120.980722, -120.978815, -120.975592, -120.973597, -120.972266, -120.970236, -120.964501, -120.964249, -120.962695, -120.959133, -120.958278, -120.956655, -120.953432, -120.948681, -120.945457, -120.942577, -120.939157, -120.939272, -120.941213, -120.937203, -120.936334, -120.934574, -120.934427, -120.936103, -120.936479, 
-120.93424, -120.933104, -120.930379, -120.927496, -120.925705, -120.92616, -120.925554, -120.923823, -120.919778, -120.918142, -120.91612, -120.912794, -120.911715, -120.910426, -120.907115, -120.904882, -120.904706, -120.899019, -120.898511, -120.896345, -120.892367, -120.889216, -120.886918, -120.883246, -120.881701, -120.880476, -120.878731, -120.87389, -120.871547, -120.869329, -120.866471, -120.86508, -120.862472, -120.860776, -120.859656, -120.859818, -120.856763, -120.856288, -120.85202, 
-120.851002, -120.851354, -120.849616, -120.847683, -120.845022, -120.843868, -120.840278, -120.839355, -120.839843, -120.838581, -120.836715, -120.837522, -120.839067, -120.839354, -120.837447, -120.836212, -120.837059, -120.833131, -120.832852, -120.829447, -120.828111, -120.829521, -120.827061, -120.825581, -120.825675, -120.824641, -120.823715, -120.821585, -120.821137, -120.818945, -120.814281, -120.813022, -120.810774, -120.810443, -120.8118, -120.812166, -120.809732, -120.806911, -120.806511, 
-120.805473, -120.802768, -120.80175, -120.80032, -120.801894, -120.798931, -120.796571, -120.794909, -120.794306, -120.791284, -120.789282, -120.788761, -120.788998, -120.78306, -120.780655, -120.781496, -120.780886, -120.778967, -120.774779, -120.772331, -120.77061, -120.769263, -120.768579, -120.765709, -120.765245, -120.766975, -120.76663, -120.76379, -120.762369, -120.760378, -120.758691, -120.756338, -120.753101, -120.748601, -120.746677, -120.743793, -120.742046, -120.739589, -120.738093, 
-120.739113, -120.738884, -120.743431, -120.74566, -120.747803, -120.747101, -120.746926, -120.748704, -120.752152, -120.754411, -120.755936, -120.758593, -120.760302, -120.76198, -120.764353, -120.767367, -120.768892, -120.774202, -120.776239, -120.780413, -120.782787, -120.785243, -120.787753, -120.789196, -120.790637, -120.794254, -120.800632, -120.798771, -120.799283, -120.800747, -120.802159, -120.80383, -120.805241, -120.806454, -120.810039, -120.811536, -120.814397, -120.82104, -120.825566, 
-120.828306, -120.832373, -120.83508, -120.836637, -120.840758, -120.841781, -120.843328, -120.845587, -120.847052, -120.848159, -120.848692, -120.850187, -120.851989, -120.85385, -120.857101, -120.865624, -120.87054, -120.876015, -120.88395, -120.885652, -120.903772, -120.907165, -120.91211, -120.915003, -120.918002, -120.922643, -120.929911, -120.93259, -120.934482, -120.948624, -120.95031, -120.964757, -120.97104, -120.975641, -120.981644, -120.982536, -120.989575, -120.990433, -120.999609, -121.001923, 
-121.005882, -121.007965, -121.011018, -121.011324, -121.011118, -121.011707, -121.013884, -121.014924, -121.015984, -121.017192, -121.023467, -121.030578, -121.036288, -121.048009, -121.055193, -121.060018, -121.063649, -121.064972, -121.069487, -121.073577, -121.077032, -121.107365, -121.112511, -121.123871, -121.136566, -121.139342, -121.145351, -121.147666, -121.150527, -121.153659, -121.158534, -121.161199, -121.167023, -121.169444, -121.173071, -121.173851, -121.174231, -121.176443, -121.178037, 
-121.181318, -121.18561, -121.189795, -121.198566, -121.201003, -121.201153, -121.203001, -121.209112, -121.209325, -121.205754, -121.20524, -121.205536, -121.201417, -121.200579, -121.199455, -121.197511, -121.195063, -121.191471, -121.187143, -121.184184, -121.181776, -121.178886, -121.175701, -121.176301, -121.180755, -121.182284, -121.189075, -121.192787, -121.195916, -121.198906, -121.200283, -121.20143, -121.199597, -121.201976, -121.204239, -121.207352, -121.21237, -121.213568, 36.356618, 
36.357359, 36.357624, 36.360798, 36.362965, 36.367941, 36.371561, 36.372573, 36.372004, 36.369779, 36.368402, 36.367015, 36.36542, 36.366473, 36.371031, 36.372773, 36.373372, 36.372939, 36.373391, 36.373051, 36.372207, 36.372543, 36.375221, 36.375997, 36.375748, 36.374647, 36.376836, 36.378004, 36.379421, 36.37921, 36.38118, 36.383618, 36.384254, 36.383699, 36.384668, 36.383467, 36.384254, 36.384654, 36.38438, 36.385021, 36.383968, 36.384146, 36.385137, 36.387889, 36.384947, 36.323969, 36.271058, 
36.27279, 36.273674, 36.275301, 36.275212, 36.275804, 36.275106, 36.272177, 36.270463, 36.269797, 36.267234, 36.264212, 36.263151, 36.261788, 36.259761, 36.259926, 36.261474, 36.259973, 36.259643, 36.261582, 36.263817, 36.267905, 36.268611, 36.267695, 36.26597, 36.26464, 36.26522, 36.268738, 36.268649, 36.267071, 36.268058, 36.270807, 36.269898, 36.269921, 36.270949, 36.273801, 36.275137, 36.277326, 36.280075, 36.282619, 36.285226, 36.290209, 36.292, 36.292937, 36.292619, 36.291169, 36.291076, 36.290011, 
36.290562, 36.290167, 36.287799, 36.287228, 36.282653, 36.280489, 36.281022, 36.280732, 36.278441, 36.275974, 36.274706, 36.277933, 36.279009, 36.28048, 36.283463, 36.285329, 36.2866, 36.288668, 36.289561, 36.289332, 36.290676, 36.292506, 36.294152, 36.295943, 36.299768, 36.301376, 36.300619, 36.302135, 36.30639, 36.308075, 36.309935, 36.310984, 36.310561, 36.308835, 36.308741, 36.308263, 36.305576, 36.303609, 36.304031, 36.302295, 36.300755, 36.299332, 36.297532, 36.29249, 36.290364, 36.292828, 
36.294079, 36.293359, 36.294879, 36.295379, 36.295167, 36.293383, 36.293714, 36.292155, 36.292578, 36.289833, 36.29057, 36.290114, 36.28812, 36.28611, 36.284688, 36.285964, 36.285003, 36.283201, 36.281685, 36.281757, 36.28089, 36.278956, 36.276644, 36.274491, 36.273623, 36.272173, 36.271509, 36.270729, 36.271535, 36.270574, 36.266713, 36.26556, 36.262742, 36.262039, 36.25921, 36.259551, 36.258348, 36.257249, 36.256972, 36.257733, 36.25441, 36.25515, 36.257277, 36.255992, 36.254174, 36.253273, 36.253098, 
36.250259, 36.251702, 36.248497, 36.247354, 36.245195, 36.244827, 36.243239, 36.241042, 36.240168, 36.239992, 36.240651, 36.239211, 36.237437, 36.235476, 36.236404, 36.23642, 36.234645, 36.234182, 36.235001, 36.232403, 36.230535, 36.228962, 36.22482, 36.223073, 36.222359, 36.223215, 36.219906, 36.220175, 36.218817, 36.216647, 36.214092, 36.213766, 36.213025, 36.210674, 36.209724, 36.209085, 36.20502, 36.203085, 36.202084, 36.203314, 36.199741, 36.198816, 36.199779, 36.199121, 36.19857, 36.200128, 
36.200357, 36.197931, 36.19594, 36.195501, 36.196028, 36.194792, 36.193053, 36.189001, 36.187468, 36.188998, 36.190646, 36.190897, 36.192664, 36.192981, 36.192572, 36.192709, 36.193812, 36.193858, 36.192099, 36.193152, 36.193862, 36.194892, 36.197386, 36.197775, 36.198969, 36.198649, 36.200457, 36.19858, 36.195948, 36.193797, 36.190593, 36.190203, 36.192126, 36.192332, 36.19224, 36.190295, 36.189151, 36.188429, 36.187337, 36.185237, 36.186816, 36.186953, 36.188006, 36.189357, 36.189677, 36.189128, 
36.186793, 36.184615, 36.182303, 36.179465, 36.177016, 36.173194, 36.169463, 36.167056, 36.165637, 36.165038, 36.165797, 36.165847, 36.165698, 36.165369, 36.160762, 36.158128, 36.155525, 36.154472, 36.154426, 36.152576, 36.151245, 36.150306, 36.1501, 36.14986, 36.149409, 36.148745, 36.151901, 36.154845, 36.158358, 36.158513, 36.157655, 36.157359, 36.151603, 36.149637, 36.147139, 36.14373, 36.140784, 36.140387, 36.135833, 36.131795, 36.129186, 36.127405, 36.1262, 36.125246, 36.12194, 36.132262, 36.140333, 
36.1573, 36.165483, 36.171198, 36.178433, 36.180463, 36.18494, 36.188289, 36.189973, 36.199714, 36.20123, 36.202473, 36.204156, 36.203471, 36.198084, 36.197366, 36.197577, 36.199631, 36.205996, 36.209966, 36.217425, 36.222367, 36.228062, 36.229639, 36.231285, 36.251443, 36.255544, 36.269424, 36.276108, 36.282104, 36.291658, 36.29347, 36.293557, 36.294378, 36.296431, 36.297368, 36.300597, 36.301743, 36.305586, 36.308184, 36.309295, 36.309332, 36.307564, 36.308098, 36.307988, 36.311426, 36.311107, 
36.309496, 36.309874, 36.310503, 36.313328, 36.319152, 36.319479, 36.324329, 36.328504, 36.330559, 36.334341, 36.33795, 36.339696, 36.340383, 36.348149, 36.351053, 36.352563, 36.355472, 36.356618), c(-121.134757, -121.131921, -121.133446, -121.130633, -121.12446, -121.121771, -121.118369, -121.117722, -121.116449, -121.11601, -121.116315, -121.116456, -121.119434, -121.119974, -121.125074, -121.127058, -121.130375, -121.136123, -121.134757, 36.213141, 36.209621, 36.208477, 36.204986, 36.208255, 36.206441, 
36.208735, 36.209606, 36.210769, 36.211165, 36.212841, 36.215761, 36.219403, 36.220433, 36.217014, 36.219874, 36.217888, 36.214818, 36.213141)))"
06085503710,25723,1084,304,199,327,117,137,447,175,228,234,222,220,232,410,149,97,132,36,16,62,10,41,55,17,114,135,27,93,44,56,550,48,52,450,99,1563,408,166,989,336,"list(list(c(-121.855465, -121.851126, -121.849189, -121.846819, -121.845124, -121.843454, -121.840908, -121.838531, -121.840765, -121.846795, -121.852651, -121.855465, 37.352735, 37.354892, 37.355812, 37.356937, 37.35774, 37.358473, 37.359656, 37.355648, 37.355521, 37.352655, 37.34985, 37.352735)))"
06085503003,60963,1838,29,310,910,397,192,420,601,640,177,231,638,408,561,31,23,63,37,12,10,32,73,40,39,111,155,180,163,243,626,982,116,76,790,365,2841,914,243,1684,787,"list(list(c(-121.894021, -121.888384, -121.885885, -121.877855, -121.876789, -121.876281, -121.878139, -121.878073, -121.877188, -121.875611, -121.876679, -121.87825, -121.885328, -121.890285, -121.891554, -121.89265, -121.89377, -121.89496, -121.894021, 37.271258, 37.27275, 37.273403, 37.275517, 37.2757, 37.274587, 37.271836, 37.268275, 37.265769, 37.263275, 37.262985, 37.26268, 37.260693, 37.259372, 37.262468, 37.265152, 37.26788, 37.270796, 37.271258)))"
06085509201,80254,2585,151,1239,931,104,160,445,1273,694,173,974,883,364,364,34,37,30,27,106,83,67,46,47,70,124,241,281,262,343,787,2441,1273,46,1122,1498,3043,1240,131,1672,1483,"list(list(c(-122.081529, -122.081189, -122.08015, -122.07875, -122.07818, -122.07813, -122.07812, -122.07816, -122.070017, -122.06971, -122.06994, -122.0698, -122.06958, -122.068721, -122.06842, -122.06857, -122.082194, -122.081529, 37.398204, 37.399187, 37.40066, 37.40174, 37.40278, 37.40446, 37.40612, 37.41188, 37.408548, 37.40787, 37.40274, 37.39974, 37.39888, 37.39573, 37.39368, 37.39148, 37.396917, 37.398204)))"
06085508505,87058,1919,222,551,860,203,83,430,778,656,55,466,711,334,408,48,21,41,8,12,57,68,8,57,23,155,148,182,107,223,761,542,23,95,424,152,2412,917,129,1366,1070,"list(list(c(-122.01408, -122.01402, -122.01374, -122.00824, -122.00861, -122.00869, -122.00501, -122.00502, -122.005361, -122.00494, -122.008, -122.01241, -122.01407, -122.01404, -122.01408, 37.35897, 37.36506, 37.36666, 37.36675, 37.36504, 37.36308, 37.3631, 37.3617, 37.354918, 37.3521, 37.35211, 37.35222, 37.35217, 37.35295, 37.35897)))"
06085503211,31327,1176,6,157,409,341,263,182,374,301,319,112,346,156,562,23,0,20,27,27,33,30,45,83,46,75,108,139,105,194,221,549,162,37,350,69,2776,872,228,1676,621,"list(list(c(-121.840205, -121.836509, -121.831763, -121.827314, -121.824692, -121.825404, -121.829148, -121.832504, -121.835043, -121.838962, -121.840863, -121.840205, 37.312787, 37.315172, 37.318457, 37.313867, 37.311164, 37.309777, 37.307554, 37.305351, 37.307962, 37.31025, 37.312371, 37.312787)))"
06053010606,27207,1596,45,168,661,374,348,207,553,556,280,185,308,191,912,67,42,31,45,28,90,67,57,36,118,208,262,197,117,131,100,5931,5104,88,739,84,3307,1284,297,1726,519,"list(list(c(-121.751235, -121.750333, -121.747595, -121.745083, -121.741627, -121.735046, -121.734936, -121.734929, -121.734983, -121.732527, -121.731258, -121.730679, -121.718011, -121.715041, -121.707352, -121.700186, -121.693158, -121.688135, -121.686926, -121.681705, -121.679892, -121.677614, -121.676081, -121.674565, -121.67322, -121.673066, -121.670914, -121.673609, -121.674714, -121.675019, -121.676753, -121.677715, -121.680318, -121.685097, -121.691914, -121.686765, -121.686683, -121.68666, 
-121.664203, -121.663091, -121.652614, -121.63797, -121.644411, -121.644903, -121.647231, -121.644852, -121.636026, -121.616462, -121.614541, -121.612436, -121.611883, -121.611518, -121.614407, -121.615679, -121.616731, -121.62157, -121.622994, -121.62211, -121.618936, -121.608357, -121.596605, -121.595567, -121.595193, -121.59613, -121.597061, -121.596273, -121.596842, -121.594458, -121.591017, -121.5894, -121.592905, -121.598796, -121.600572, -121.60123, -121.60514, -121.606982, -121.605098, -121.603349, 
-121.596643, -121.590518, -121.595332, -121.595764, -121.600219, -121.60285, -121.603304, -121.603781, -121.605184, -121.607967, -121.616491, -121.618446, -121.618662, -121.618038, -121.616679, -121.614502, -121.615634, -121.615057, -121.612688, -121.612052, -121.612744, -121.611454, -121.612396, -121.608044, -121.603665, -121.600715, -121.597145, -121.600985, -121.602255, -121.602463, -121.609699, -121.608814, -121.605329, -121.603722, -121.602357, -121.601463, -121.602269, -121.601433, -121.60016, 
-121.599079, -121.589311, -121.58893, -121.58807, -121.586621, -121.582579, -121.580829, -121.58008, -121.5789, -121.575699, -121.57472, -121.572955, -121.566859, -121.562811, -121.560563, -121.548121, -121.535632, -121.505748, -121.504011, -121.502427, -121.497417, -121.495738, -121.492593, -121.491676, -121.489029, -121.484332, -121.483002, -121.481856, -121.479276, -121.477221, -121.474368, -121.476663, -121.476376, -121.475651, -121.474416, -121.472775, -121.471382, -121.466579, -121.465549, 
-121.464111, -121.462368, -121.461749, -121.46003, -121.460168, -121.457826, -121.459661, -121.458894, -121.454426, -121.454674, -121.452646, -121.452559, -121.45134, -121.454057, -121.455871, -121.458399, -121.460142, -121.461592, -121.462625, -121.464121, -121.466021, -121.467822, -121.474382, -121.476806, -121.483368, -121.484129, -121.484508, -121.483318, -121.482332, -121.481595, -121.480486, -121.481708, -121.478546, -121.47748, -121.477545, -121.476676, -121.474907, -121.475372, -121.472825, 
-121.471837, -121.469391, -121.468612, -121.465429, -121.462975, -121.460956, -121.458962, -121.458659, -121.456836, -121.455321, -121.453738, -121.451499, -121.44953, -121.446113, -121.444333, -121.440826, -121.439227, -121.437914, -121.435895, -121.432811, -121.431571, -121.429182, -121.425391, -121.423427, -121.419875, -121.415535, -121.414845, -121.411778, -121.412054, -121.410898, -121.409234, -121.409823, -121.408346, -121.406993, -121.408723, -121.413379, -121.418177, -121.419825, -121.42349, 
-121.426587, -121.429429, -121.432639, -121.435509, -121.438719, -121.441305, -121.444857, -121.447017, -121.45179, -121.454034, -121.4575, -121.461959, -121.469147, -121.469658, -121.471616, -121.47352, -121.474625, -121.477124, -121.478344, -121.491549, -121.497638, -121.508649, -121.511194, -121.53094, -121.528865, -121.557238, -121.55279, -121.545985, -121.577802, -121.579305, -121.579069, -121.580984, -121.580668, -121.57908, -121.57339, -121.568849, -121.566421, -121.566509, -121.561152, -121.560294, 
-121.560672, -121.562473, -121.565926, -121.572032, -121.576129, -121.576321, -121.581138, -121.584327, -121.587437, -121.592603, -121.595324, -121.598232, -121.604739, -121.605841, -121.609893, -121.614747, -121.621001, -121.627666, -121.628603, -121.630328, -121.634508, -121.636526, -121.641307, -121.644438, -121.64829, -121.65158, -121.653076, -121.655645, -121.661462, -121.663113, -121.667874, -121.669168, -121.672947, -121.677648, -121.68697, -121.687909, -121.688331, -121.690123, -121.693339, 
-121.697366, -121.699812, -121.700296, -121.702487, -121.70281, -121.709012, -121.713458, -121.712758, -121.71748, -121.71946, -121.71817, -121.71264, -121.710006, -121.708801, -121.708432, -121.709006, -121.714021, -121.71769, -121.719842, -121.721407, -121.725602, -121.726459, -121.724906, -121.727104, -121.731576, -121.734513, -121.740546, -121.756736, -121.751235, 36.674316, 36.67527, 36.677156, 36.678118, 36.678661, 36.678704, 36.693205, 36.700522, 36.701809, 36.705418, 36.70732, 36.707843, 
36.714099, 36.711372, 36.703441, 36.69643, 36.692287, 36.69031, 36.689857, 36.686285, 36.685668, 36.685285, 36.685057, 36.68467, 36.684178, 36.684125, 36.683299, 36.680271, 36.679143, 36.678519, 36.676492, 36.675377, 36.672358, 36.666806, 36.658765, 36.656096, 36.656054, 36.656042, 36.644654, 36.647534, 36.644763, 36.638432, 36.627096, 36.62629, 36.622386, 36.62143, 36.618035, 36.639733, 36.641864, 36.644199, 36.644792, 36.645146, 36.647234, 36.648434, 36.649957, 36.658282, 36.660713, 36.662015, 
36.660638, 36.656173, 36.651216, 36.64992, 36.650489, 36.651012, 36.652199, 36.653825, 36.654821, 36.657356, 36.657956, 36.659748, 36.663676, 36.67028, 36.67227, 36.673037, 36.677559, 36.679643, 36.68072, 36.681733, 36.685573, 36.688934, 36.694582, 36.695004, 36.700229, 36.703393, 36.704311, 36.707572, 36.709802, 36.711471, 36.714905, 36.712279, 36.71237, 36.712946, 36.714949, 36.717515, 36.7192, 36.720574, 36.722769, 36.724521, 36.726227, 36.728364, 36.73115, 36.733119, 36.73117, 36.73112, 36.73241, 
36.739277, 36.740011, 36.741972, 36.754754, 36.756153, 36.757746, 36.75775, 36.759657, 36.762046, 36.764598, 36.76886, 36.770207, 36.77216, 36.77348, 36.7737, 36.77667, 36.77939, 36.78336, 36.78635, 36.78934, 36.79185, 36.79442, 36.79584, 36.797041, 36.79941, 36.80565, 36.805503, 36.794479, 36.784118, 36.758909, 36.757205, 36.7602, 36.760397, 36.761966, 36.763311, 36.762805, 36.76386, 36.764237, 36.76505, 36.765459, 36.761078, 36.760655, 36.756672, 36.753415, 36.751801, 36.74921, 36.749399, 36.746112, 
36.745449, 36.745556, 36.743482, 36.744191, 36.743851, 36.74209, 36.740942, 36.737261, 36.736345, 36.735522, 36.733829, 36.730975, 36.730003, 36.729209, 36.726243, 36.724793, 36.720975, 36.721378, 36.719154, 36.718841, 36.717638, 36.718341, 36.717574, 36.718111, 36.717177, 36.716732, 36.715259, 36.715499, 36.714313, 36.713062, 36.710104, 36.709634, 36.707524, 36.70654, 36.704594, 36.702907, 36.703018, 36.701387, 36.69996, 36.699052, 36.697817, 36.696889, 36.693585, 36.69077, 36.685418, 36.684727, 
36.685183, 36.686687, 36.68572, 36.684419, 36.681964, 36.681818, 36.679931, 36.679938, 36.678761, 36.673772, 36.673148, 36.674158, 36.675743, 36.675593, 36.677369, 36.677854, 36.678728, 36.677614, 36.675159, 36.674508, 36.673089, 36.673058, 36.672459, 36.66647, 36.66485, 36.662816, 36.661162, 36.659964, 36.656659, 36.656035, 36.654788, 36.654023, 36.655631, 36.655288, 36.656296, 36.65561, 36.65641, 36.656136, 36.657349, 36.657693, 36.657304, 36.656182, 36.655037, 36.653915, 36.65277, 36.649999, 36.64755, 
36.644664, 36.644069, 36.638871, 36.636302, 36.634772, 36.633375, 36.632093, 36.628058, 36.626263, 36.620102, 36.620052, 36.62682, 36.624651, 36.60547, 36.602196, 36.595856, 36.580066, 36.579393, 36.58315, 36.587914, 36.589127, 36.590647, 36.591753, 36.592426, 36.593529, 36.594332, 36.597404, 36.598556, 36.600141, 36.601629, 36.603165, 36.604856, 36.607235, 36.607386, 36.61095, 36.611208, 36.611043, 36.610175, 36.610526, 36.611564, 36.615445, 36.615504, 36.613608, 36.609543, 36.604692, 36.602393, 
36.602389, 36.602794, 36.606496, 36.607749, 36.609335, 36.610941, 36.610379, 36.612457, 36.613902, 36.615126, 36.62017, 36.622564, 36.628256, 36.629147, 36.630385, 36.630385, 36.629469, 36.62953, 36.627226, 36.628291, 36.63141, 36.633055, 36.632376, 36.630849, 36.630213, 36.626509, 36.625029, 36.628359, 36.629059, 36.630358, 36.631346, 36.632254, 36.634432, 36.636098, 36.637539, 36.639542, 36.641814, 36.641591, 36.645433, 36.64639, 36.646254, 36.646741, 36.648751, 36.651129, 36.654192, 36.65577, 
36.656304, 36.659159, 36.666857, 36.674316)))"
06085500902,5173,562,65,233,121,99,44,99,140,183,140,125,170,97,170,57,24,45,18,19,66,25,27,26,56,49,45,48,21,11,25,459,0,0,459,420,1306,342,137,827,361,"list(list(c(-121.88393, -121.880729, -121.877529, -121.875381, -121.878538, -121.881756, -121.88393, 37.333003, 37.334381, 37.335985, 37.333102, 37.331602, 37.330081, 37.333003)))"
06085506102,73526,1602,77,401,783,243,98,292,597,548,165,288,649,335,330,27,0,20,9,27,23,31,6,18,75,70,135,191,172,312,486,682,110,215,357,100,2519,850,143,1526,938,"list(list(c(-121.97681, -121.96975, -121.96782, -121.96773, -121.96773, -121.9675, -121.9664, -121.96988, -121.97001, -121.972738, -121.97548, -121.97543, -121.97483, -121.97484, -121.97479, -121.97396, -121.97396, -121.97681, 37.3384, 37.34063, 37.33573, 37.33498, 37.32988, 37.32865, 37.32743, 37.32326, 37.32311, 37.32308, 37.32306, 37.32322, 37.32655, 37.32995, 37.33063, 37.33211, 37.33391, 37.3384)))"
06085510300,115500,1716,29,578,703,321,85,518,712,442,44,448,626,232,410,82,17,11,19,0,43,5,24,13,40,31,73,182,106,231,839,3638,397,332,2909,1690,1962,625,86,1251,828,"list(list(c(-122.123399, -122.12132, -122.114048, -122.11408, -122.09726, -122.10414, -122.10625, -122.10978, -122.11079, -122.11552, -122.116397, -122.117674, -122.11845, -122.117646, -122.119688, -122.119507, -122.119112, -122.118723, -122.119725, -122.12001, -122.123626, -122.123399, 37.381234, 37.38131, 37.381339, 37.38496, 37.38499, 37.37771, 37.37552, 37.37165, 37.37052, 37.36564, 37.364786, 37.36554, 37.367715, 37.369977, 37.37077, 37.372005, 37.37214, 37.372837, 37.374042, 37.378411, 37.380151, 
37.381234)))"
06085501402,31296,813,28,217,286,164,118,70,308,253,182,116,218,147,332,9,6,41,19,34,34,29,42,55,69,71,81,117,60,116,30,367,195,44,128,40,1344,376,128,840,284,"list(list(c(-121.873875, -121.867738, -121.864134, -121.861728, -121.860937, -121.859173, -121.860425, -121.864846, -121.870572, -121.871133, -121.873875, 37.344095, 37.347, 37.348717, 37.349762, 37.349075, 37.346813, 37.346196, 37.344042, 37.340458, 37.342131, 37.344095)))"
06085512026,48860,1352,11,387,600,229,125,234,554,434,130,228,397,343,384,92,24,11,20,11,23,9,9,12,138,89,214,153,84,252,211,786,42,100,644,153,2202,648,203,1351,575,"list(list(c(-121.845501, -121.844786, -121.841029, -121.831087, -121.830951, -121.830908, -121.830907, -121.830906, -121.830811, -121.830838, -121.829969, -121.829988, -121.83651, -121.844467, -121.848301, -121.845501, 37.263823, 37.265966, 37.265995, 37.26598, 37.262451, 37.261688, 37.259042, 37.258772, 37.25477, 37.251288, 37.248048, 37.247493, 37.250723, 37.254555, 37.25539, 37.263823)))"
06085512032,43405,1052,0,171,486,271,124,270,266,436,80,190,367,207,288,54,0,24,33,11,0,20,39,10,89,60,86,133,148,191,154,5924,2418,367,3139,1464,1950,592,168,1190,501,"list(list(c(-121.790609, -121.788489, -121.784202, -121.789497, -121.789866, -121.786095, -121.777991, -121.773072, -121.773493, -121.7724, -121.772658, -121.776844, -121.778987, -121.779174, -121.782588, -121.782703, -121.782914, -121.782227, -121.782424, -121.783494, -121.786263, -121.788587, -121.788876, -121.788631, -121.789145, -121.791062, -121.790609, 37.229824, 37.232181, 37.235574, 37.238744, 37.242814, 37.245854, 37.240985, 37.238033, 37.236811, 37.233701, 37.231497, 37.226864, 37.224585, 
37.224406, 37.220769, 37.220627, 37.220365, 37.218613, 37.218171, 37.219886, 37.220864, 37.222654, 37.222803, 37.223401, 37.223547, 37.225168, 37.229824)))"
06085500400,48257,1045,92,317,351,177,108,122,501,300,122,282,396,177,190,40,28,46,5,22,39,39,18,21,66,85,152,93,54,108,229,3158,772,2,2384,1393,1404,400,121,883,375,"list(list(c(-121.925904, -121.924272, -121.921909, -121.916314, -121.913401, -121.917434, -121.919273, -121.924053, -121.930351, -121.925904, 37.342544, 37.344283, 37.346027, 37.343185, 37.340642, 37.337749, 37.337584, 37.333954, 37.33912, 37.342544)))"
