GEOID,med_incomeE,total_hhsE,no_veh_hhE,one_veh_hhE,two_veh_hhE,three_veh_hhE,fourmore_veh_hhE,no_worker_hhE,one_worker_hhE,two_worker_hhE,threemore_worker_hhE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_jobs,basic_jobs,retail_jobs,service_jobs,WFH_jobs,total_emp,basic_emp,retail_emp,service_emp,WFH_emp,geometry
06085509108,74038,1925,53,827,754,229,62,272,962,526,165,658,601,372,294,70,9,18,104,0,9,35,8,24,121,159,193,194,147,274,560,14983,6467,257,8259,12051,2647,999,143,1505,1224,"list(list(c(-122.070017, -122.068368, -122.0646, -122.061834, -122.056433, -122.046534, -122.046115, -122.044473, -122.046315, -122.044981, -122.045638, -122.046597, -122.047257, -122.04743, -122.04806, -122.04821, -122.05282, -122.05434, -122.05961, -122.06488, -122.06619, -122.06958, -122.0698, -122.06994, -122.06971, -122.070017, 37.408548, 37.408019, 37.40715, 37.406554, 37.405359, 37.40293, 37.400025, 37.399732, 37.394871, 37.394453, 37.392556, 37.390507, 37.390592, 37.38803, 37.39035, 37.39062, 
37.39526, 37.39595, 37.39718, 37.3984, 37.39868, 37.39888, 37.39974, 37.40274, 37.40787, 37.408548)))"
06085512025,52823,1035,113,152,395,210,165,340,230,327,138,176,379,143,337,6,11,54,8,30,39,29,6,0,11,50,81,136,69,144,361,370,21,10,339,4,1693,495,159,1039,444,"list(list(c(-121.858834, -121.858682, -121.858919, -121.855352, -121.852474, -121.851434, -121.850605, -121.846574, -121.844786, -121.845501, -121.848301, -121.848434, -121.858807, -121.858985, -121.858834, 37.259575, 37.260578, 37.266054, 37.265986, 37.265664, 37.265527, 37.265506, 37.265864, 37.265966, 37.263823, 37.25539, 37.255388, 37.255605, 37.255605, 37.259575)))"
06081612100,29205,2824,316,1076,1221,159,52,181,1618,828,197,676,779,298,1071,76,45,44,166,211,121,193,337,85,246,241,364,202,62,257,174,914,23,359,532,300,3232,833,295,2104,968,"list(list(c(-122.153971, -122.153375, -122.151717, -122.150954, -122.150406, -122.147237, -122.144552, -122.140784, -122.135986, -122.129912, -122.127856, -122.128294, -122.129884, -122.133901, -122.136708, -122.139483, -122.141998, -122.143072, -122.144933, -122.146761, -122.148738, -122.153513, -122.153971, 37.456804, 37.45705, 37.462844, 37.466225, 37.465896, 37.464037, 37.46247, 37.460265, 37.457446, 37.453851, 37.452737, 37.451862, 37.453089, 37.454377, 37.454337, 37.455264, 37.457728, 37.458018, 
37.4582, 37.456585, 37.457091, 37.456677, 37.456804)))"
06085504412,32474,1339,38,279,476,275,271,241,434,294,370,190,235,281,633,10,38,0,9,13,33,43,61,35,43,298,221,146,162,74,153,740,9,4,727,33,2719,943,244,1532,606,"list(list(c(-121.889965, -121.889066, -121.886322, -121.879618, -121.878453, -121.876137, -121.875361, -121.872801, -121.872736, -121.876001, -121.879503, -121.881666, -121.88429, -121.88835, -121.888803, -121.890145, -121.889965, 37.44493, 37.441296, 37.441894, 37.443341, 37.443594, 37.444095, 37.44274, 37.438325, 37.438216, 37.43742, 37.436643, 37.436169, 37.43561, 37.43465, 37.435878, 37.442621, 37.44493)))"
06069000502,31577,1823,52,224,604,629,314,291,569,655,308,109,418,398,898,48,25,23,58,33,51,52,112,31,128,113,289,506,124,153,77,1165,219,149,797,168,2768,1102,294,1372,394,"list(list(c(-121.401423, -121.401385, -121.401276, -121.399547, -121.397354, -121.395566, -121.395736, -121.39588, -121.395954, -121.395978, -121.39611, -121.390737, -121.383595, -121.363663, -121.363626, -121.36403, -121.368778, -121.375554, -121.376318, -121.376756, -121.378299, -121.381027, -121.383873, -121.391874, -121.392396, -121.396501, -121.396611, -121.39744, -121.397635, -121.398965, -121.398984, -121.401879, -121.401423, 36.863635, 36.86419, 36.866062, 36.866015, 36.865935, 36.865821, 
36.862917, 36.860241, 36.858764, 36.858415, 36.856434, 36.8562, 36.855929, 36.855143, 36.846562, 36.846583, 36.846887, 36.847189, 36.847225, 36.847238, 36.847301, 36.847399, 36.847517, 36.847827, 36.847847, 36.848179, 36.848544, 36.850077, 36.850363, 36.852391, 36.852491, 36.856659, 36.863635)))"
06019007902,24200,871,5,296,270,180,120,138,416,254,63,170,201,145,355,21,6,58,37,68,28,57,77,27,107,124,56,114,46,0,45,1833,1124,18,691,21,1179,485,78,616,152,"list(list(c(-120.682885, -120.68045, -120.681951, -120.682723, -120.681363, -120.681446, -120.678063, -120.675564, -120.674559, -120.672654, -120.670084, -120.667421, -120.666391, -120.66369, -120.663131, -120.659584, -120.658806, -120.655689, -120.648529, -120.64578, -120.64538, -120.64267, -120.640859, -120.638389, -120.632655, -120.631572, -120.630009, -120.627167, -120.624355, -120.619916, -120.617915, -120.614789, -120.613436, -120.612032, -120.612879, -120.61251, -120.605412, -120.602097, -120.600225, 
-120.596562, -120.596873, -120.596725, -120.596969, -120.597103, -120.594688, -120.591413, -120.586033, -120.585368, -120.582201, -120.579548, -120.57538, -120.574302, -120.569882, -120.569413, -120.566766, -120.565083, -120.562483, -120.559666, -120.555583, -120.552874, -120.55198, -120.550828, -120.551016, -120.548962, -120.548543, -120.545966, -120.544473, -120.542852, -120.539987, -120.538792, -120.535082, -120.533595, -120.531469, -120.53059, -120.527399, -120.522061, -120.519234, -120.518407, 
-120.516406, -120.513321, -120.511365, -120.511118, -120.507817, -120.507517, -120.505424, -120.503992, -120.501985, -120.50252, -120.497761, -120.49492, -120.493753, -120.49165, -120.491895, -120.49083, -120.487486, -120.487283, -120.483765, -120.481355, -120.480145, -120.479044, -120.477743, -120.474676, -120.474759, -120.47229, -120.47203, -120.469814, -120.467999, -120.464358, -120.462611, -120.459739, -120.460237, -120.45604, -120.457338, -120.456807, -120.455159, -120.453783, -120.451456, -120.448255, 
-120.448119, -120.445831, -120.447278, -120.445283, -120.444616, -120.445557, -120.443053, -120.442412, -120.441068, -120.441062, -120.441917, -120.440421, -120.437808, -120.436548, -120.435474, -120.43425, -120.433484, -120.430127, -120.42767, -120.425855, -120.423181, -120.422708, -120.419861, -120.418836, -120.418572, -120.417289, -120.416279, -120.416967, -120.413508, -120.41144, -120.409817, -120.40916, -120.407173, -120.403317, -120.401018, -120.39843, -120.393158, -120.393418, -120.39334, 
-120.394365, -120.394067, -120.393374, -120.393214, -120.34367, -120.340646, -120.339086, -120.338404, -120.338383, -120.293457, -120.19383, -120.193802, -120.21179, -120.211883, -120.211844, -120.21113, -120.210967, -120.211493, -120.210683, -120.210637, -120.210507, -120.200244, -120.200086, -120.197067, -120.193731, -120.16594, -120.167742, -120.195965, -120.198145, -120.199894, -120.315068, -120.318719, -120.322916, -120.324267, -120.32599, -120.329914, -120.332289, -120.332754, -120.332087, 
-120.336369, -120.336852, -120.335067, -120.33634, -120.337106, -120.336962, -120.335883, -120.340249, -120.343031, -120.344186, -120.345829, -120.348294, -120.349644, -120.354514, -120.356513, -120.356381, -120.357331, -120.356994, -120.35753, -120.35879, -120.359304, -120.362492, -120.36036, -120.360402, -120.362256, -120.365587, -120.368336, -120.3717, -120.384631, -120.387647, -120.388868, -120.391009, -120.394005, -120.396605, -120.400783, -120.407229, -120.408543, -120.413256, -120.417249, 
-120.420409, -120.422786, -120.423934, -120.425518, -120.429644, -120.431173, -120.433053, -120.43609, -120.436943, -120.437085, -120.439662, -120.443606, -120.446753, -120.449087, -120.4497, -120.454375, -120.461074, -120.463688, -120.465994, -120.467234, -120.468609, -120.470371, -120.470552, -120.472386, -120.472886, -120.475072, -120.476439, -120.477391, -120.478173, -120.48045, -120.478428, -120.478698, -120.480447, -120.483047, -120.486216, -120.488513, -120.488082, -120.492414, -120.495107, 
-120.497013, -120.497549, -120.499797, -120.500446, -120.502257, -120.502513, -120.504863, -120.504884, -120.508343, -120.507224, -120.509227, -120.510445, -120.513331, -120.513194, -120.514571, -120.518331, -120.519411, -120.519755, -120.51896, -120.520009, -120.522599, -120.526424, -120.529796, -120.529154, -120.529801, -120.528785, -120.52727, -120.527202, -120.529401, -120.530532, -120.535549, -120.53677, -120.538832, -120.540409, -120.54174, -120.54304, -120.543588, -120.543084, -120.545408, 
-120.54787, -120.550706, -120.551779, -120.555727, -120.559207, -120.560567, -120.563167, -120.564557, -120.566649, -120.569439, -120.572585, -120.575366, -120.57648, -120.581324, -120.584592, -120.587608, -120.588336, -120.592218, -120.592282, -120.596029, -120.595859, -120.594719, -120.594918, -120.594035, -120.5928, -120.593173, -120.589796, -120.592311, -120.595135, -120.595735, -120.598096, -120.598068, -120.600607, -120.603992, -120.608019, -120.608159, -120.610223, -120.612362, -120.611504, 
-120.612265, -120.61516, -120.617749, -120.621109, -120.62381, -120.625998, -120.627666, -120.632224, -120.633602, -120.635359, -120.638353, -120.640549, -120.641895, -120.646108, -120.648784, -120.646224, -120.645572, -120.646573, -120.645423, -120.646217, -120.649377, -120.6512, -120.653203, -120.654221, -120.652548, -120.653576, -120.655163, -120.655726, -120.658803, -120.660293, -120.662715, -120.666311, -120.667551, -120.666287, -120.664845, -120.664705, -120.66649, -120.666617, -120.665701, 
-120.666633, -120.667555, -120.667481, -120.667985, -120.671859, -120.671945, -120.668803, -120.667986, -120.66576, -120.664248, -120.664592, -120.663057, -120.659488, -120.654621, -120.649688, -120.649049, -120.652355, -120.651984, -120.649921, -120.648726, -120.648852, -120.644636, -120.644946, -120.642366, -120.64277, -120.640738, -120.640387, -120.641141, -120.638999, -120.639213, -120.638147, -120.634058, -120.632754, -120.62691, -120.629421, -120.629391, -120.633231, -120.634641, -120.637097, 
-120.638819, -120.639721, -120.641329, -120.64503, -120.649265, -120.649547, -120.651099, -120.651408, -120.652961, -120.655928, -120.656408, -120.659091, -120.662509, -120.666916, -120.668921, -120.669543, -120.671972, -120.676746, -120.679741, -120.68177, -120.679915, -120.67812, -120.676433, -120.67459, -120.672955, -120.673668, -120.674603, -120.675356, -120.677593, -120.679869, -120.680425, -120.678582, -120.675354, -120.674246, -120.674602, -120.676212, -120.67619, -120.675033, -120.672622, 
-120.673839, -120.675877, -120.678049, -120.680796, -120.682885, 36.286796, 36.290681, 36.292488, 36.294441, 36.29468, 36.295801, 36.298463, 36.3029, 36.302721, 36.305001, 36.305773, 36.308963, 36.311446, 36.313419, 36.314385, 36.314986, 36.316235, 36.316062, 36.31711, 36.317268, 36.318566, 36.319014, 36.318334, 36.318758, 36.318186, 36.317072, 36.316908, 36.318687, 36.318243, 36.319946, 36.318817, 36.320294, 36.320262, 36.321624, 36.323333, 36.324365, 36.324326, 36.325722, 36.328286, 36.328488, 
36.333378, 36.339326, 36.355532, 36.391314, 36.391958, 36.39386, 36.394251, 36.394957, 36.394001, 36.394662, 36.394876, 36.394238, 36.394263, 36.393306, 36.391657, 36.392451, 36.392284, 36.391064, 36.392955, 36.39184, 36.393655, 36.394091, 36.395495, 36.395431, 36.396191, 36.395769, 36.396514, 36.395004, 36.395735, 36.394934, 36.396275, 36.395089, 36.39534, 36.397399, 36.396724, 36.398355, 36.396236, 36.398102, 36.396263, 36.397214, 36.396802, 36.397797, 36.399336, 36.40122, 36.403009, 36.402422, 
36.4043, 36.405408, 36.40485, 36.405168, 36.404325, 36.406272, 36.407635, 36.408423, 36.408205, 36.410009, 36.410694, 36.412484, 36.414877, 36.415196, 36.412989, 36.41401, 36.415716, 36.415613, 36.417722, 36.419167, 36.419461, 36.417556, 36.417787, 36.417113, 36.416437, 36.41538, 36.413531, 36.41263, 36.413044, 36.411997, 36.413284, 36.41095, 36.409125, 36.40973, 36.407127, 36.406811, 36.405841, 36.404706, 36.40537, 36.406177, 36.405326, 36.404197, 36.403775, 36.403117, 36.40304, 36.402196, 36.402071, 
36.401439, 36.400253, 36.396673, 36.395439, 36.397481, 36.397246, 36.400117, 36.400477, 36.400933, 36.402587, 36.402183, 36.403188, 36.40423, 36.404953, 36.407585, 36.407034, 36.408207, 36.408848, 36.41096, 36.41122, 36.412755, 36.414158, 36.415447, 36.430636, 36.43324, 36.435904, 36.438542, 36.443092, 36.442982, 36.441725, 36.440038, 36.437981, 36.428845, 36.428694, 36.429301, 36.356647, 36.341872, 36.327152, 36.31267, 36.254829, 36.204142, 36.203074, 36.201837, 36.180957, 36.137458, 36.137503, 
36.050835, 36.049348, 36.045577, 36.022912, 36.021535, 35.999952, 35.998006, 35.99677, 35.907186, 35.906914, 35.907818, 35.908838, 35.913125, 35.91351, 35.915523, 35.917046, 35.918794, 35.923108, 35.925517, 35.928414, 35.929675, 35.931699, 35.935911, 35.93709, 35.938978, 35.942105, 35.942534, 35.944852, 35.944773, 35.944063, 35.946488, 35.948057, 35.949804, 35.952117, 35.953833, 35.955549, 35.956684, 35.95833, 35.959409, 35.962406, 35.964418, 35.96519, 35.965654, 35.966476, 35.966268, 35.968592, 
35.968601, 35.969259, 35.967904, 35.967873, 35.970358, 35.971574, 35.974405, 35.975962, 35.974633, 35.97489, 35.973419, 35.973749, 35.972413, 35.972227, 35.970342, 35.969252, 35.968933, 35.970741, 35.973082, 35.976173, 35.979577, 35.9809, 35.983909, 35.985112, 35.988432, 35.990223, 35.993703, 35.992778, 35.993544, 35.994621, 35.994347, 35.995765, 35.997055, 35.99693, 35.99883, 36.000384, 36.000453, 36.000824, 36.003835, 36.005928, 36.008792, 36.010183, 36.011296, 36.012107, 36.011178, 36.013646, 
36.014637, 36.016774, 36.018632, 36.01912, 36.020177, 36.020655, 36.02223, 36.022215, 36.020585, 36.020358, 36.021406, 36.021581, 36.02326, 36.02384, 36.021999, 36.023748, 36.025676, 36.025683, 36.027568, 36.027188, 36.02371, 36.022266, 36.020885, 36.023158, 36.022913, 36.024281, 36.026638, 36.028977, 36.032803, 36.03424, 36.035838, 36.034295, 36.035383, 36.035095, 36.036208, 36.036068, 36.036664, 36.038849, 36.039816, 36.041776, 36.043285, 36.046123, 36.047363, 36.047618, 36.049521, 36.05025, 36.05002, 
36.051342, 36.051823, 36.052862, 36.052932, 36.055268, 36.056918, 36.059109, 36.060713, 36.062877, 36.066189, 36.066604, 36.068959, 36.0716, 36.073714, 36.077785, 36.079566, 36.080887, 36.083237, 36.085161, 36.08561, 36.08853, 36.089605, 36.091831, 36.095465, 36.096903, 36.098841, 36.099711, 36.101587, 36.1017, 36.102697, 36.100151, 36.0987, 36.099053, 36.097013, 36.095224, 36.095161, 36.096647, 36.096912, 36.097963, 36.097079, 36.099195, 36.10183, 36.103325, 36.101012, 36.101902, 36.101974, 36.101272, 
36.104745, 36.10799, 36.110755, 36.113042, 36.113809, 36.116199, 36.117202, 36.117826, 36.117079, 36.118815, 36.122706, 36.124961, 36.128359, 36.129917, 36.131781, 36.134211, 36.134616, 36.136731, 36.137331, 36.138057, 36.139968, 36.140346, 36.147273, 36.149646, 36.15121, 36.151903, 36.153783, 36.156017, 36.158799, 36.160574, 36.162545, 36.164287, 36.164443, 36.165703, 36.165152, 36.165651, 36.167213, 36.171158, 36.170049, 36.167721, 36.168224, 36.169327, 36.172856, 36.174089, 36.177191, 36.177463, 
36.179423, 36.179362, 36.183717, 36.185915, 36.18798, 36.189655, 36.191276, 36.192018, 36.193854, 36.196467, 36.197539, 36.198106, 36.198717, 36.203227, 36.205792, 36.207417, 36.21035, 36.212548, 36.214517, 36.214976, 36.218226, 36.220081, 36.220975, 36.223952, 36.225325, 36.22766, 36.230247, 36.231438, 36.232491, 36.233521, 36.23398, 36.235331, 36.235997, 36.237669, 36.239774, 36.242682, 36.244307, 36.246665, 36.251382, 36.254178, 36.255347, 36.254922, 36.255479, 36.257679, 36.259751, 36.260189, 
36.262261, 36.263344, 36.265281, 36.267064, 36.267319, 36.270518, 36.272734, 36.274186, 36.275477, 36.27684, 36.278645, 36.280489, 36.2824, 36.282828, 36.284171, 36.28515, 36.286796), c(-120.39082, -120.390268, -120.379254, -120.379264, -120.372257, -120.370223, -120.373502, -120.372447, -120.372505, -120.372138, -120.365437, -120.358324, -120.357149, -120.357084, -120.359791, -120.356744, -120.34362, -120.343693, -120.343799, -120.34558, -120.346245, -120.345894, -120.340921, -120.339873, -120.342035, 
-120.344027, -120.343029, -120.339554, -120.338104, -120.336879, -120.336899, -120.345852, -120.35209, -120.354545, -120.354641, -120.353782, -120.354681, -120.36376, -120.390978, -120.39082, 36.165278, 36.136476, 36.136442, 36.129199, 36.129238, 36.12925, 36.123843, 36.122554, 36.122228, 36.121982, 36.124153, 36.129036, 36.128447, 36.123248, 36.122103, 36.121898, 36.121917, 36.129286, 36.136591, 36.136649, 36.136622, 36.137634, 36.141932, 36.146431, 36.14742, 36.150317, 36.151514, 36.151453, 36.151167, 
36.151988, 36.16466, 36.164446, 36.166047, 36.165373, 36.176863, 36.179979, 36.180171, 36.179917, 36.179937, 36.165278), c(-120.254102, -120.2466, -120.235682, -120.235759, -120.254154, -120.254102, 36.122753, 36.122962, 36.122982, 36.137271, 36.137084, 36.122753)))"
06085511302,52685,2003,490,901,474,90,48,655,837,446,65,933,733,105,232,91,226,35,58,0,195,90,33,0,67,73,68,151,68,244,604,18416,6755,477,11184,12994,1914,663,86,1165,957,"list(list(c(-122.168747, -122.16582, -122.165302, -122.162695, -122.162378, -122.161348, -122.15929, -122.15679, -122.15553, -122.15429, -122.16146, -122.164179, -122.164258, -122.167997, -122.170303, -122.168747, 37.447435, 37.450926, 37.452843, 37.453844, 37.453884, 37.453564, 37.45231, 37.45071, 37.44992, 37.44914, 37.44187, 37.443302, 37.443199, 37.445656, 37.447185, 37.447435)))"
06087122400,39963,2608,113,408,704,731,652,870,734,761,243,538,1026,537,507,133,53,49,16,36,74,63,108,0,144,241,291,208,290,359,543,1612,646,102,864,213,3142,923,303,1916,574,"list(list(c(-121.872224, -121.871491, -121.868928, -121.867064, -121.864414, -121.862892, -121.860035, -121.858438, -121.849986, -121.842757, -121.838283, -121.836509, -121.835569, -121.834091, -121.83332, -121.83276, -121.831851, -121.827948, -121.826972, -121.819968, -121.817125, -121.815918, -121.816371, -121.819068, -121.816071, -121.819059, -121.818773, -121.820318, -121.820485, -121.823074, -121.824002, -121.826694, -121.829122, -121.830835, -121.833038, -121.834148, -121.834028, -121.835021, 
-121.836583, -121.837856, -121.836465, -121.839505, -121.841641, -121.84342, -121.843282, -121.841916, -121.843304, -121.843033, -121.844065, -121.844087, -121.840578, -121.840528, -121.839334, -121.839307, -121.838098, -121.837208, -121.832354, -121.831756, -121.828026, -121.82602, -121.824494, -121.822035, -121.81855, -121.820878, -121.821436, -121.823668, -121.826203, -121.827429, -121.82681, -121.828442, -121.82825, -121.830054, -121.830828, -121.830194, -121.838564, -121.84132, -121.843839, 
-121.84337, -121.844264, -121.842944, -121.841695, -121.841209, -121.838424, -121.836377, -121.837169, -121.838094, -121.838848, -121.840116, -121.839795, -121.84102, -121.84209, -121.841229, -121.841608, -121.837678, -121.834775, -121.829685, -121.830191, -121.827865, -121.82675, -121.823921, -121.823475, -121.821753, -121.818887, -121.816965, -121.815552, -121.812767, -121.810457, -121.810722, -121.809076, -121.805944, -121.804367, -121.80151, -121.80084, -121.79582, -121.79355, -121.79014, -121.78812, 
-121.78594, -121.78201, -121.78155, -121.778257, -121.77605, -121.77569, -121.77295, -121.77004, -121.76696, -121.76322, -121.76328, -121.7648, -121.7638, -121.760678, -121.7576, -121.75492, -121.75399, -121.752355, -121.747761, -121.746361, -121.744335, -121.74238, -121.73913, -121.72782, -121.725771, -121.728315, -121.72869, -121.730814, -121.730439, -121.731313, -121.736186, -121.727815, -121.726566, -121.72265, -121.718762, -121.729624, -121.728346, -121.729807, -121.731328, -121.734184, -121.734853, 
-121.738697, -121.739698, -121.737715, -121.738177, -121.742365, -121.750552, -121.750795, -121.755333, -121.757123, -121.763276, -121.764532, -121.76492, -121.765063, -121.76588, -121.768733, -121.771961, -121.784294, -121.789757, -121.792463, -121.79517, -121.7965, -121.797867, -121.798612, -121.799895, -121.798263, -121.797949, -121.799166, -121.798437, -121.795099, -121.793968, -121.794275, -121.790739, -121.790369, -121.791454, -121.792563, -121.797663, -121.798182, -121.798462, -121.80492, 
-121.809523, -121.807615, -121.806869, -121.803499, -121.801904, -121.802209, -121.807432, -121.822958, -121.834569, -121.837283, -121.846984, -121.853004, -121.859065, -121.862711, -121.871602, -121.873271, -121.872224, 36.971082, 36.972069, 36.976636, 36.978042, 36.98153, 36.984371, 36.986388, 36.98661, 36.986288, 36.987578, 36.987808, 36.987731, 36.987668, 36.98726, 36.987385, 36.987205, 36.989473, 36.99045, 36.989742, 36.991834, 36.994138, 36.994334, 36.998752, 37.001117, 37.00447, 37.006532, 
37.008069, 37.009144, 37.01025, 37.010572, 37.011658, 37.01287, 37.012794, 37.01432, 37.013683, 37.015414, 37.017224, 37.01829, 37.017601, 37.019457, 37.02038, 37.022031, 37.021156, 37.022397, 37.023708, 37.02438, 37.02525, 37.026563, 37.027149, 37.028927, 37.028604, 37.027175, 37.028769, 37.027522, 37.026716, 37.024463, 37.022654, 37.021576, 37.018751, 37.01851, 37.017487, 37.016825, 37.016441, 37.017387, 37.018635, 37.020634, 37.021343, 37.022388, 37.023363, 37.025774, 37.027536, 37.029883, 37.032106, 
37.03365, 37.036994, 37.038465, 37.04105, 37.042103, 37.044155, 37.04453, 37.046589, 37.049617, 37.050864, 37.05398, 37.056016, 37.056414, 37.058598, 37.058715, 37.060191, 37.065063, 37.067535, 37.067853, 37.070745, 37.069096, 37.067068, 37.065211, 37.066882, 37.06678, 37.06769, 37.067626, 37.066466, 37.066871, 37.066463, 37.065001, 37.06574, 37.065239, 37.067708, 37.068661, 37.069301, 37.068281, 37.068571, 37.06749, 37.06604, 37.06356, 37.06431, 37.06363, 37.06227, 37.06193, 37.05836, 37.056991, 
37.056065, 37.05486, 37.05326, 37.05262, 37.05329, 37.05328, 37.05177, 37.05072, 37.04934, 37.04854, 37.0476, 37.04963, 37.04845, 37.04599, 37.0438, 37.037749, 37.034749, 37.033672, 37.03024, 37.02718, 37.02275, 37.02065, 37.020922, 37.019926, 37.020324, 37.022218, 37.022417, 37.015342, 37.009862, 37.012054, 37.008924, 37.007557, 36.997872, 36.99682, 36.993555, 36.992709, 36.992766, 36.99105, 36.989991, 36.989136, 36.985279, 36.982784, 36.976175, 36.975691, 36.97563, 36.97307, 36.972849, 36.972418, 
36.972526, 36.972209, 36.970804, 36.969412, 36.969713, 36.971307, 36.971196, 36.971714, 36.97124, 36.971227, 36.971262, 36.967885, 36.967773, 36.965108, 36.963907, 36.962302, 36.959313, 36.957497, 36.95647, 36.955019, 36.952394, 36.951489, 36.95041, 36.9504, 36.949265, 36.94536, 36.945584, 36.945742, 36.943341, 36.943773, 36.936235, 36.934881, 36.932515, 36.928461, 36.927504, 36.930354, 36.935053, 36.938514, 36.939829, 36.946226, 36.951108, 36.957003, 36.960573, 36.96914, 36.970286, 36.971082)))"
06085507100,74326,1344,19,414,741,135,35,214,696,393,41,395,465,226,258,27,0,37,9,19,0,44,7,30,62,107,166,95,126,202,413,2284,419,196,1669,960,1489,474,131,884,461,"list(list(c(-121.984539, -121.984203, -121.986196, -121.985711, -121.983354, -121.98219, -121.983058, -121.979601, -121.978704, -121.97701, -121.97687, -121.97431, -121.97254, -121.97047, -121.97131, -121.970305, -121.970472, -121.969105, -121.966381, -121.961632, -121.966974, -121.968838, -121.970671, -121.973996, -121.974999, -121.97913, -121.984223, -121.981859, -121.98389, -121.984522, -121.986205, -121.984539, 37.236146, 37.238058, 37.238461, 37.240063, 37.24014, 37.24101, 37.237825, 37.237117, 
37.238378, 37.23844, 37.23966, 37.23932, 37.24178, 37.23957, 37.23891, 37.23931, 37.244107, 37.245766, 37.247182, 37.245639, 37.240726, 37.238215, 37.234545, 37.227747, 37.226525, 37.22786, 37.231078, 37.234449, 37.23539, 37.234713, 37.235754, 37.236146)))"
06085510801,76085,2266,164,585,1054,371,92,625,831,655,155,487,751,469,559,60,48,77,65,0,42,60,40,0,78,70,200,262,70,284,910,4587,2387,64,2136,1248,2706,939,102,1665,1243,"list(list(c(-122.12257, -122.11643, -122.11077, -122.11057, -122.105498, -122.105322, -122.10146, -122.101836, -122.101759, -122.101296, -122.101899, -122.103313, -122.1096, -122.11005, -122.111605, -122.11253, -122.118216, -122.12257, 37.42915, 37.43312, 37.43678, 37.43688, 37.432052, 37.43188, 37.42821, 37.427108, 37.426505, 37.425185, 37.419789, 37.416208, 37.41944, 37.41993, 37.421791, 37.42281, 37.426417, 37.42915)))"
06085511701,103559,1552,11,157,723,415,246,478,624,319,131,279,591,198,484,58,0,36,12,45,0,0,31,19,21,27,38,66,93,230,876,500,64,4,432,215,1660,526,83,1051,675,"list(list(c(-122.15368, -122.15214, -122.150298, -122.14975, -122.14325, -122.141532, -122.13476, -122.12997, -122.124504, -122.124936, -122.128104, -122.129344, -122.127644, -122.127454, -122.126256, -122.124955, -122.124278, -122.123418, -122.124109, -122.125577, -122.125354, -122.123399, -122.123626, -122.12001, -122.119725, -122.118723, -122.119112, -122.119507, -122.119688, -122.117646, -122.11845, -122.117674, -122.116397, -122.11552, -122.11335, -122.112843, -122.1111, -122.10927, -122.10769, 
-122.10243, -122.10416, -122.10746, -122.109501, -122.11546, -122.11672, -122.11796, -122.12029, -122.1216, -122.12316, -122.12523, -122.13022, -122.137264, -122.13981, -122.14298, -122.15081, -122.151437, -122.152654, -122.15368, 37.38644, 37.38722, 37.391763, 37.39215, 37.39452, 37.395386, 37.39877, 37.40076, 37.401222, 37.399321, 37.39604, 37.395661, 37.394523, 37.391726, 37.388486, 37.388403, 37.38767, 37.386519, 37.38489, 37.38337, 37.381699, 37.381234, 37.380151, 37.378411, 37.374042, 37.372837, 
37.37214, 37.372005, 37.37077, 37.369977, 37.367715, 37.36554, 37.364786, 37.36564, 37.364765, 37.364332, 37.36232, 37.36139, 37.36047, 37.35609, 37.35472, 37.35288, 37.35398, 37.35581, 37.35658, 37.35771, 37.36122, 37.36268, 37.36362, 37.36431, 37.36476, 37.366762, 37.36801, 37.37113, 37.378816, 37.380107, 37.385023, 37.38644)))"
